date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2019-07-31 23:56:11,SOLELINKS,,0,1,26,"Ad: Nike Air Max 97 'Sanded Purple' on sale for $130 + FREE shipping, use code PLAY30 =&gt; http://bit.ly/30kPaIr",,,,1156715209509097473,https://twitter.com/SOLELINKS/status/1156715209509097473
2019-07-31 23:52:53,snkr_twitr,,1,0,10,"$130 + free shipping w/code PLAY30 GS Nike Air Max 97 RFT https://bit.ly/332Llty #AD",,,#AD,1156714379510833154,https://twitter.com/snkr_twitr/status/1156714379510833154
2019-07-31 23:43:05,SOLELINKS,,0,2,25,"Ad: Nike Air Max 97 'Black/University Red' on sale for $130 + FREE shipping, use code PLAY30 =&gt; http://bit.ly/2SiFBac",,,,1156711913281085441,https://twitter.com/SOLELINKS/status/1156711913281085441
2019-07-31 23:39:37,AthleticShoesW,,0,0,0,"(eBay Advertisement) Nike Air Max 97 Wolf Grey/Wolf Grey/Pure Platinum/White SE Sparkle Pack T0071001 http://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&amp;toolid=10039&amp;campid=5338544985&amp;item=233302346637&amp;vectorid=229466&amp;lgeo=1&amp;utm_source=dlvr.it&amp;utm_medium=twitter",,,,1156711042300272641,https://twitter.com/AthleticShoesW/status/1156711042300272641
2019-07-31 23:12:46,_LosMan_,,0,0,0,"Dope sneaker. Still too much RT @KicksDeals: You can pickup select sizes under 12 for the ""Foamposite"" Nike Air Max 97 QS for 25% OFF retail at $127.50 + FREE shipping! BUY HERE -&gt; http://bit.ly/2OMNiHN (use promo code JORNIKAF at checkout) https://twitter.com/KicksDeals/status/1156703610736189442/photo/1",,@KicksDeals,,1156704284974694401,https://twitter.com/_LosMan_/status/1156704284974694401
2019-07-31 23:01:40,ConnectingbShop,,0,0,0,"#fun #accs #outside Original authentic NIKE AIR MAX 97 UL '17 SE Sport Outdoor Sneakers Shock Absorbing Lightweight 2019 new Designer CI1503-001 https://connectingb.com/original-authentic-nike-air-max-97-ul-17-se-sport-outdoor-sneakers-shock-absorbing-lightweight-2019-new-designer-ci1503-001/",,,#fun #accs #outside,1156701489118818304,https://twitter.com/ConnectingbShop/status/1156701489118818304
2019-07-31 22:50:00,JustFreshKicks,,0,1,3,"LIVE via Caliroots Nike Air Max 97 'Black/Red' =&gt; http://bit.ly/333cQn2",,,,1156698553734987776,https://twitter.com/JustFreshKicks/status/1156698553734987776
2019-07-31 21:50:01,SneakerMash,,0,0,2,"ENDS TONIGHT ⏳ OVER 40% OFF 💥 FREE SHIPPING Grab the Nike Air Max 95 ‘Have a Nike Day’ for $97.49 (Retail $170) Use code 7V5WPWPH at checkout -&gt; https://bit.ly/2Jh0ZZ9",,,,1156683460142075904,https://twitter.com/SneakerMash/status/1156683460142075904
2019-07-31 21:00:21,DTLRVILLA,,0,0,4,"Just Dropped, the #Nike Women's Air Max 97 (Black/Psychic Purple) is now available in-store and online. #DTLRAirDrop Link to cop: https://bit.ly/2SWCGEv",,,#Nike #DTLRAirDrop,1156670959031595009,https://twitter.com/DTLRVILLA/status/1156670959031595009
2019-07-31 20:54:29,IamShamarra,,0,0,1,"Get over your hump day 🐫🐫with these Custom Nike Air Max 97 at http://Queenofcustomz.com #Queenofcustomz #Nike #nikeairmax #Airmax97 #OGairmax #pastel #sneakerheads #sneakercustom #sneakers #etsy #etsyseller #etsyshop #Love… https://www.instagram.com/p/B0mGO5lB2Pi/?igshid=5x4lis368wdx",,,#Queenofcustomz #Nike #nikeairmax #Airmax97 #OGairmax #pastel #sneakerheads #sneakercustom #sneakers #etsy #etsyseller #etsyshop #Love,1156669482296852480,https://twitter.com/IamShamarra/status/1156669482296852480
2019-07-31 20:30:05,Shoelosophy,,0,0,0,"NIKE AIR MAX 270 REACT BAUHAUS ART PACK AO4971-100 vapormax 720 1 95 98 97 90 ",,,,1156663341470900224,https://twitter.com/Shoelosophy/status/1156663341470900224
2019-07-31 20:24:56,snkr_twitr,,0,6,11,"NEW: WMNS Nike Air Max 97 SE ‘Red Orbit’ dropped via @sivasdescalzo https://bit.ly/2ypEbRZ #AD",,@sivasdescalzo,#AD,1156662046529687552,https://twitter.com/snkr_twitr/status/1156662046529687552
2019-07-31 19:36:41,TrainerHeadz,,0,1,2,"Nike Air Max 97 Black 'Tie-Dye' @kkmj_ you like??",,@kkmj_,,1156649904737050624,https://twitter.com/TrainerHeadz/status/1156649904737050624
2019-07-31 19:32:51,SneakerAlertHD,,0,3,12,"Dropped via Nordstrom Nike Air Max 97 Black 'Tie-Dye' =&gt; http://bit.ly/2Kfrcbb",,,,1156648940214861831,https://twitter.com/SneakerAlertHD/status/1156648940214861831
2019-07-31 19:31:48,ReddealsOnline,,0,0,0,"Check out Nike Air Max 97 Mustard Women’s Size 8.5 Yellow White 921733-701 #Nike #RunningShoes https://ebay.us/TCuyuO via @eBay",,@eBay,#Nike #RunningShoes,1156648677202677765,https://twitter.com/ReddealsOnline/status/1156648677202677765
2019-07-31 19:10:15,KicksDeals,,0,8,35,"💥 Note that size options under 12 for this ""NSW '90s Windbreaker"" Nike Air Max 1 are available for 25% OFF savings at $97.50 + FREE shipping! BUY HERE -&gt; http://bit.ly/2yqfPrg (use promo code JORNIKAF at checkout)",,,,1156643251283210241,https://twitter.com/KicksDeals/status/1156643251283210241
2019-07-31 17:46:49,BallinSneaks,,0,0,0,"Nike Air Max 97 Reflective Bred on DSG https://bit.ly/2KePPVl Sizes 10-14 left on Nike US http://bit.ly/2XNntvg",,,,1156622256195420161,https://twitter.com/BallinSneaks/status/1156622256195420161
2019-07-31 16:40:04,JustFreshKicks,,0,1,5,"LIVE via Nordstrom Nike Air Max 97 Black 'Tie-Dye' =&gt; http://bit.ly/2Kfrcbb",,,,1156605458733588480,https://twitter.com/JustFreshKicks/status/1156605458733588480
2019-07-31 16:00:30,emannknows,,0,0,0,"Nike Air Max 97 White University Red release on Aug 10, 2019 for $170 via @kicksonfire #KoFapp",,@kicksonfire,#KoFapp,1156595502537986049,https://twitter.com/emannknows/status/1156595502537986049
2019-07-31 15:01:43,MRCREATIONS8,,0,0,0,"OFF WHITE x Nike Air Max 97 Size 40-45 Call/WhatsApp 0249787674 #MRCREATIONS #QUALITYFORLESS https://www.instagram.com/p/B0ld34UAVT4/?igshid=11lri2fszrecu",,,#MRCREATIONS #QUALITYFORLESS,1156580705767477250,https://twitter.com/MRCREATIONS8/status/1156580705767477250
