date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2019-07-31 22:05:02,DopeKixDaily,,0,0,1,"LAST CHANCE 🚨 Nike Air VaporMax Flyknit 3 White/Volt is available for $127.49 (Retail $190) + FREE SHIPPING Use promo code 7V5WPWPH for a discount: https://bit.ly/2MhWIrI",,,,1156687236857028609,https://twitter.com/DopeKixDaily/status/1156687236857028609
2019-07-31 21:44:01,stealsonkicks,,0,0,6,"Good size options up to 14 are on sale for the “Blue Fury” Nike Vapormax Flyknit 3.0 for 25% OFF at $127.46 + shipping! 🔥 SHOP HERE -&gt; http://bit.ly/332fRUE (Use promo code JORNIKHP)",,,,1156681949274169344,https://twitter.com/stealsonkicks/status/1156681949274169344
2019-07-31 21:15:05,stealsonkicks,,0,0,7,"The “Moon Landing” Nike Vapormax Flyknit 3 is on sale in select sizes at @jimmyjazz for 25% OFF retail at $127.46 + shipping! 👍 SHOP HERE -&gt; http://bit.ly/2KjcDUd (Use promo code JORNIKHP)",,@jimmyjazz,,1156674669459759107,https://twitter.com/stealsonkicks/status/1156674669459759107
2019-07-31 20:44:01,stealsonkicks,,0,0,5,"😎 From @jimmyjazz, good sizes for the “Throwback Future” Nike Vapormax Flyknit 3 are 25% OFF retail at $142.50 + shipping! SHOP HERE -&gt; http://bit.ly/317INc2 (Use promo code JORNIKHP)",,@jimmyjazz,,1156666851197407232,https://twitter.com/stealsonkicks/status/1156666851197407232
2019-07-31 20:30:13,SneakerMash,,0,0,2,"ENDS TONIGHT ⏳ OVER 30% OFF 💥 FREE SHIPPING Grab the Nike Air VaporMax Flyknit 3 White/Volt for $127.49 (Retail $190) Use code 7V5WPWPH at checkout -&gt; https://bit.ly/2MhWIrI",,,,1156663376833110017,https://twitter.com/SneakerMash/status/1156663376833110017
2019-07-31 19:55:01,DopeKixDaily,,0,0,1,"LAST CHANCE 🚨 Nike Air VaporMax Flyknit 3 White/Volt is available for $127.49 (Retail $190) + FREE SHIPPING Use promo code 7V5WPWPH for a discount: https://bit.ly/2MhWIrI",,,,1156654517066354688,https://twitter.com/DopeKixDaily/status/1156654517066354688
2019-07-31 18:35:01,stealsonkicks,,0,1,9,"⚫️⚫️⚫️ Pairs for the “Triple Black” Nike Vapormax Flyknit 3.0 are direct from @jimmyjazz for $142.50 + shipping! SHOP HERE -&gt; http://bit.ly/2KjbfAZ (Use promo code JORNIKHP)",,@jimmyjazz,,1156634386810507264,https://twitter.com/stealsonkicks/status/1156634386810507264
2019-07-31 16:32:21,sneakerjunkies,,0,0,0,"Nike Air VaporMax Flyknit 3 GS $180.00 KIDS #sneakerjunkies Providence Location https://www.instagram.com/p/B0loOqThF38/?igshid=me2bqhx8n3o5",,,#sneakerjunkies,1156603513830551552,https://twitter.com/sneakerjunkies/status/1156603513830551552
2019-07-31 15:53:01,solesupplier_,,0,0,1,"Available Now: Jordan 1 Mid and Nike Vapormax Flyknit 3 ‘Gunsmoke’ https://thesolesupplier.co.uk/news/available-now-jordan-1-mid-and-nike-vapormax-flyknit-3-gunsmoke/",,,,1156593617932173312,https://twitter.com/solesupplier_/status/1156593617932173312
2019-07-31 08:12:25,thesolerestocks,,0,1,3,"Nike Vapormax 3 Flyknit Gunsmoke LIVE at Nike UK Link &gt; https://bit.ly/2GDDeKF",,,,1156477701731078144,https://twitter.com/thesolerestocks/status/1156477701731078144
