date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2018-07-31 23:06:01,sneakerjunkies,,0,0,0,"Releasing Thursday 8/2 at #sneakerjunkies Providence location Men’s Nike Air max 270 White Black total orange $150 https://www.instagram.com/p/Bl6e5bwF4yQ/?utm_source=ig_twitter_share&amp;igshid=1a2pixje9mitw",,,#sneakerjunkies,1024431016059056129,https://twitter.com/sneakerjunkies/status/1024431016059056129
2018-07-31 23:05:24,sneakerjunkies,,0,0,0,"Releasing thursday 8/2 at #sneakerjunkies Providence Location. Men’s Nike Air max 270 black orange $150 https://www.instagram.com/p/Bl6fEmml6W_/?utm_source=ig_twitter_share&amp;igshid=105rc3olqktpl",,,#sneakerjunkies,1024430859133308934,https://twitter.com/sneakerjunkies/status/1024430859133308934
2018-07-31 23:04:23,ExtraButter,,0,0,5,"Nike Air Max 97 ""JDI"" ($170) Releases 8/1and Air Max 270 Releases 8/2. Enter the Draw now via link. #Nike https://shop.extrabutterny.com/collections/release-draws/products/nike-air-max-97-at8437-001?variant=12389061197872 https://shop.extrabutterny.com/collections/release-draws/products/nike-air-max-270-ah8050-106?variant=12368970678320",,,#Nike,1024430602580381698,https://twitter.com/ExtraButter/status/1024430602580381698
2018-07-31 23:03:52,SolelySneakers,,0,2,10,"The Nike Air Max 270 'Ashen Slate' is now available! ",,,,1024430474398195713,https://twitter.com/SolelySneakers/status/1024430474398195713
2018-07-31 23:01:02,QuibellPaul,,0,2,5,"Nike Air Max 270 Steps out in ""White/Gold/Black"" — HYPEBEAST ",,,,1024429759323885568,https://twitter.com/QuibellPaul/status/1024429759323885568
2018-07-31 22:56:47,sneakerjunkies,,0,0,0,"Releasing thursday 8/2 at #sneakerjunkies Providence Location Nike Womens Air Max 270 Guava Ice Terra Blush $150 https://www.instagram.com/p/Bl6eFRklSnW/?utm_source=ig_twitter_share&amp;igshid=12qeiqxeoa8le",,,#sneakerjunkies,1024428690376208385,https://twitter.com/sneakerjunkies/status/1024428690376208385
2018-07-31 22:41:59,sneakerjunkies,,0,0,0,"Releasing tomorrow at #sneakerjunkies Providence location WOMENS Nike Air Max 270 White total orange $150 https://www.instagram.com/p/Bl6cYYnlJn6/?utm_source=ig_twitter_share&amp;igshid=1hz0thzm8hdp4",,,#sneakerjunkies,1024424965913931776,https://twitter.com/sneakerjunkies/status/1024424965913931776
2018-07-31 22:15:05,thesolesupplier,,2,2,69,"Go for gold: Nike unveils the Air Max 270 ‘White/Gold/Black’ https://thesolesupplier.co.uk/news/go-gold-nike-unveils-air-max-270-whitegoldblack/",,,,1024418195413839872,https://twitter.com/thesolesupplier/status/1024418195413839872
2018-07-31 22:05:08,KicksDeals,,0,12,95," Size options under 12 are available for the white/black Nike Air Max 270 for savings of $30 OFF retail at $120 + FREE shipping! http://bit.ly/2v15GjK (use discount code BTS20) ",,,,1024415691787722752,https://twitter.com/KicksDeals/status/1024415691787722752
2018-07-31 21:52:03,Pre_OrderCo,,0,0,0,"High Quality Nike AIR MAX 270 bone-hot punch mens US Size 9.5（ah8050 003） http://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&amp;toolid=10039&amp;campid=5338335960&amp;item=312203607752&amp;vectorid=229466&amp;lgeo=1",,,,1024412401461092352,https://twitter.com/Pre_OrderCo/status/1024412401461092352
