,text
24,Live via Nike EU: Air Jordan 1 Mid Obisidian GB: https://swoo.sh/2Mrwwe8 IT: http://bit.ly/2Mpzm3u NL: http://bit.ly/2MmEc1g DE: http://bit.ly/2Mrxrvg Go quick sold out at most retailers
25,(eBay Sponsored) Nike Air Jordan 1 Mid BG Left Insole With Defect Kid Women Shoes US6Y 554725-049 http://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&amp;toolid=10039&amp;campid=5338544985&amp;item=312717509656&amp;vectorid=229466&amp;lgeo=1&amp;utm_source=dlvr.it&amp;utm_medium=twitter
26,📅8/1 UNDERCOVER × NIKE DAYBREAK WMNS AIR JORDAN 1 MID/HIGH/Nova XX AIR MAX 2 LIGHT RETRO REEBOK ANSWER V &gt;&gt;http://bit.ly/2eoeNlg
27,⚡️DROP ALERT⚡️The Nike Air Jordan 1 is now available on ASOS (be quick!) 🔎 Nike Air Jordan 1 mid SE (1432804) 
28,"Air Jordan 1 Mid GS ""Grey/Volt"" dispo sur Nike ! https://swoo.sh/2GDurYZ"
29,EU ONLY: Air Jordan 1 Mid GS 'White/Obsdian' drops in 15min via Nike EUROPE FR:https://tinyurl.com/yxljadus UK:https://tinyurl.com/y24pmz2g DE:https://tinyurl.com/y5cobqsf NL:https://tinyurl.com/y244f8vp ES:https://tinyurl.com/y6ap84zz IT:https://tinyurl.com/y4cm8va2
30,EU ONLY: Air Jordan 1 Mid GS 'Gunsmoke/Volt' launches in 15min via Nike EUROPE FR:https://tinyurl.com/y3x45yqz UK:https://tinyurl.com/y5b2hpaj DE:https://tinyurl.com/y4e2u36u NL:https://tinyurl.com/y4z5a5uh ES:https://tinyurl.com/yy3xm5ce IT:https://tinyurl.com/y3oygsls
31,📅8/1 UNDERCOVER × NIKE DAYBREAK WMNS AIR JORDAN 1 MID/HIGH/Nova XX AIR MAX 2 LIGHT RETRO REEBOK ANSWER V &gt;&gt;http://bit.ly/2eoeNlg
32,"Sold out everywhere else, the Nike Air Jordan 1 Mid Iridescent is now also available via JDSports EU IT: http://bit.ly/2MlwYKW ES: http://bit.ly/2MpXMKj NL: http://bit.ly/2MswKSn SE: http://bit.ly/2MopJC8 DK: http://bit.ly/2MpnEGc"
33,Sizes restocked on #Nike US. Air Jordan 1 Mid Obsidian. —&gt; http://bit.ly/2JZBj4W #ad
34,Check out Nike Air Jordan 1 Mid Multi-Color Swoosh Shoes Men's Size 7.5 Model 554724-065 #Nike https://ebay.us/KDCnBb via @eBay
35,"The Jordan 1 Mid is dripped in pink for summer. Premium tumbled leather is paired against soft suede, with the Swoosh and cuff branding appearing in gold. https://www.5pointz.co.uk/nike-air-jordan-1-mid-se-coral-stardust-club-gold-coral-stardust The Nike Air Jordan 1 Coral Stardust is available online and in store now, priced at £104.99. "
36,"Air Jordan 1 Mid ""Black/Yellow"" dispo sur Nike ! http://bit.ly/2ZjwFnF"
37,EU ONLY : Air Jordan 1 Mid SE 'Black/Tour Yellow' dropped on Nike EU Almost gone already FR:http://tidd.ly/f6fe2736 UK:http://tidd.ly/36c3ec65 DE:http://tidd.ly/28e72902 NL:http://tidd.ly/af36a8d9 ES:http://tidd.ly/cd093e40 IT:http://tidd.ly/e8b17d46
38,"The dope new Air Jordan 1 Mid ""Yellow Toe"" is now live on Nike CA where it can be had for only $165 + free shipping! If you're awake, you might as well cop yours here 👉 https://bit.ly/2JZMgCw"
39,"The Air Jordan 1 Mid ""Yellow Toe"" goes live on Nike CA in 15 minutes! If you're a fan of this bright colourway make sure to preview the pair here 👉 https://bit.ly/2JZMgCw Keep in mind it might go live a couple minutes after the hour"
40,Check out what I just added to my closet on Poshmark: Black Nike Jordan Air 1 Mid Men’s. https://poshmark.com/listing/5c0acb0bf63eeaebcca2ca2b?utm_campaign=referral_code%3DTHEJEANSHACK&amp;utm_source=tw_sh&amp;utm_content=feature%3Dsh_li_el_ios%26rfuid%3D5b55331c2aa96a7337b71bbd%26ext_trk%3Dbranch via @poshmarkapp #shopmycloset
41,Air Jordan 1 Mid “Fearless” Release Date: Holiday 2019 $130 
42,【NEW ARRIVAL】 NIKE AIR JORDAN 1 MID white/metallic gold-obsidian 554724-174 https://item.rakuten.co.jp/ltd-online/554724-174/ #ナイキ #エアジョーダン1 #スニーカー #足元くら部 #スニーカーコーデ #ジョーダン #足元倶楽部 #ないき✔️ #ltd_online… https://www.instagram.com/p/B0fOlDBh8NK/?igshid=dwq10kcydcmd
43,Air Jordan 1 Mid SE now $95.97 via Nike. https://redirect.viglink.com?key=c854d45afd385a32f8029d3a632d20e7&amp;u=https%3A%2F%2Fwww.nike.com%2Ft%2Fair-jordan-1-mid-se-mens-shoe-P7bjRV%2F852542-016&amp;type=TO #jordans #AirJordan #sneakerheads #sneakers #Shoes #onsale #sale #Deals #shopping #onlineshopping #Nike #basketball #NBA #buynow #ordernow #shoponline #NBASummer #nbatwitter
44,Air Jordan 1 Mid “Fearless” Release Date: Holiday 2019 $130 Color: Black/Gym Red/White 
45,"👌👌👌👌 Original Authentic Nike Air Jordan 1 Mid ""Hot Punch"" Women's Basketball Shoes Sports Outdoor Breathable Sneakers new Arrival https://buyandfast.com/original-authentic-nike-air-jordan-1-mid-hot-punch-womens-basketball-shoes-sports-outdoor-breathable-sneakers-new-arrival/ https://buyandfast.com/ Free Shipping"
46,Hot Deal!! Nike Air Jordan 1 Mid #nike #shoes https://redirect.viglink.com/?format=go&amp;jsonp=vglnk_156433179502014&amp;key=c854d45afd385a32f8029d3a632d20e7&amp;libId=jyn6kyr40101frvr000DAh1nr0py72tsh&amp;loc=https%3A%2F%2Fwww.viglink.com%2Ftrends%2Fexplorer&amp;v=1&amp;out=https%3A%2F%2Fredirect.viglink.com%2F%3Fkey%3D9dae5a42e42106cf2aa31b7f1c8ccfa0%26u%3Dhttps%253A%252F%252Fwww.nike.com%252Ft%252Fair-jordan-1-mid-mens-shoe-1zMCFJ%252F554724-072%26type%3DTO&amp;title=Trending%20Products%202019%20-%20VigLink%20Trends%20Explorer&amp;txt=Buy%20Now
47,Hot Deal !! Nike Air Jordan 1 Mid SE #nike #shoes https://redirect.viglink.com?key=9dae5a42e42106cf2aa31b7f1c8ccfa0&amp;u=https%3A%2F%2Fwww.nike.com%2Ft%2Fair-jordan-1-mid-se-mens-shoe-P7bjRV%2F852542-016&amp;type=TO
48,Nike Air Jordan 1 Mid Multi-Color Swoosh Shoes Men's Size 7.5 Model 554724-065 #Nike https://ebay.us/KDCnBb via @eBay
49,"Air Jordan 4 “Mushroom” Color: Mushroom/Multi-color/Black Style Code: AQ9129-200 Air Jordan 1 Mid “Mushroom” Color: Black/Fossil-Pale Ivory Style Code: AH7389-003 Release Date: August 1st, 2019 http://bit.ly/loveYeezy"
50,Check out Nike Air Jordan 1 Mid Multi-Color Swoosh Shoes Men's Size 7.5 Model 554724-065 #Nike https://ebay.us/KDCnBb via @eBay
51,"Air Jordan 1 Mid SE 'Coral Stardust/Club Gold' | Available online and in-store, sizes range from UK6 - UK13 (including half sizes), priced at £100. Shop now: http://bit.ly/2y67Xv9 #Nike #AirJordan #AirJordan1"
52,"👌👌👌👌 Nike Air Jordan 1 Mid AJ1 Black Yellow Joe Men's Basketball Shoes Sneakers, Original Outdoor Non-slip Shoes 554724 035 https://buyandfast.com/nike-air-jordan-1-mid-aj1-black-yellow-joe-mens-basketball-shoes-sneakers-original-outdoor-non-slip-shoes-554724-035/ https://buyandfast.com/ Free Shipping"
53,Nike Men's Air Jordan 1 Mid Retro Basketball Shoe Black/Dark Grey/Blk 554724-050 Act now $99.99 https://ebay.to/2YoZj5q
54,Nike Men's Air Jordan 1 Mid Retro Basketball Shoe Black/Dark Grey/Blk 554724-050 Buy now! $99.99 https://ebay.to/2YoZj5q
55,Check out what I just added to my closet on Poshmark: Nike Air Jordan 1 Mid Custom Obsidian Blue Red. https://poshmark.com/listing/5d37c06179df27c3eb89bedd?utm_campaign=referral_code%3DSBORDELON78&amp;utm_source=tw_sh&amp;utm_content=feature%3Dsh_li_el_ios%26rfuid%3D5cbcba2d7bc3604595b9b548%26ext_trk%3Dbranch via @poshmarkapp #shopmycloset
56,"Live via SevenStore: Nike Air Jordan 1 Mid ""Top 3 Lakers"" http://bit.ly/2Gs9IqP"
57,(eBay Sponsored) Nike Air Jordan 1 Mid SE GS Lakers Top 3 Black Purple White Red Youth BQ6931-005 http://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&amp;toolid=10039&amp;campid=5338544985&amp;item=362709764406&amp;vectorid=229466&amp;lgeo=1&amp;utm_source=dlvr.it&amp;utm_medium=twitter
58,NIKE AIR JORDAN 1 MID WMNS 
59,Check out what I just added to my closet on Poshmark: Nike Air Jordan 1 Mid ‘True Blue’ retro. https://poshmark.com/listing/5d3a34cad1aa251ce3c7417a?utm_campaign=referral_code%3DITSSEANMC&amp;utm_source=tw_sh&amp;utm_content=feature%3Dsh_li_cl_ios%26rfuid%3D5cd858374d03a0760c60f6b5%26ext_trk%3Dbranch via @poshmarkapp #shopmycloset
60,Check out what I just added to my closet on Poshmark: 2013 Nike Air Jordan 1 Mid True Blue Cement Grey. https://poshmark.com/listing/5d16887dafade89aecad7588?utm_campaign=referral_code%3DSBORDELON78&amp;utm_source=tw_sh&amp;utm_content=feature%3Dsh_li_el_ios%26rfuid%3D5cbcba2d7bc3604595b9b548%26ext_trk%3Dbranch via @poshmarkapp #shopmycloset
61,Air Jordan Mid 1 New Arrival For Gradeschool Only Come Get The Kids Right For School #jordanmid #newarrivals #newreleases #nike #jordan @City Gear https://www.instagram.com/p/B0WIBajHo40/?igshid=1ev0yz7isfzga
62,US8 & US8.5 of the Nike Air Jordan 1 Mid Black/Iridescent restocked via SneakerBaas: http://bit.ly/2MaONfK
63,"Nike Air Jordan 1 Mid ""Lakers Top 3"" Size: US 9½ US 10 @2.250 (exclude shipping) https://www.instagram.com/p/B0U0q8Fg2jZHLQUoMLRLVcKAspJZurQwFWAvNg0/?igshid=1ca2o06b9m5fe"
64,Sizes are selling out! Air Jordan 1 Mid 'White/Obsidian' NEW Via Nike US BUY HERE: http://bit.ly/32NXeDI
65,👌👌👌👌 Nike Air Jordan 1 MID Original New Arrival Men's Basketball Shoes Outdoor Sports Sneakers #554724 https://buyandfast.com/nike-air-jordan-1-mid-original-new-arrival-mens-basketball-shoes-outdoor-sports-sneakers-554724/ https://buyandfast.com/ Free Shipping
66,Now available on #Nike US. Air Jordan 1 Mid Obsidian. —&gt; http://bit.ly/2McU86j #ad
67,"AIR JORDAN 1 MID "" UNIVERSITY GOLD "" DIRECT FROM NIKE $87.97 https://fave.co/32NWeiW"
68,Air Jordan 1 Mid 'White/Obsidian' NEW Via Nike US BUY HERE: http://bit.ly/2K6LfbE
69,"DIRECT FROM NIKE AIR JORDAN 1 MID "" OBSIDIAN "" AVAILABLE NOW https://fave.co/2yaXpei"
70,Ad: The Air Jordan 1 Mid 'White/Obsidian' dropped via Nike US -&gt; http://bit.ly/2y7Puyn
71,"LIVE via Nike Air Jordan 1 Mid ""Obsidian"" with free shipping BUY HERE: http://bit.ly/2JQqKkw"
72,LIVE via Nike US Air Jordan 1 Mid 'White/Obsidian' =&gt; http://bit.ly/2K3oCEZ
73,LIVE via Nike US Air Jordan 1 Mid 'White/Obsidian' =&gt; http://bit.ly/2K3oCEZ
74,Ad: LIVE via Nike US Air Jordan 1 Mid 'White/Obsidian' =&gt; http://bit.ly/2ZcFM9A =&gt; http://bit.ly/2ZcFM9A
75,"I can't wait for these 🔥 The Air Jordan 1 Mid SE in the ""Yellow Toe"" colourway is making it's way to Nike CA next Monday (July 29th) where it'll be available for $165! Who else is interested? 👀 You can preview the pair here 👉 https://bit.ly/2JZMgCw"
76,Check out Nike Air Jordan 1 Mid Multi-Color Swoosh Shoes Men's Size 7.5 Model 554724-065 #Nike https://ebay.us/KDCnBb via @eBay
77,Ad: Grade School Air Jordan 1 Mid 'White/Obsidian' dropped via Shoe Palace =&gt; http://bit.ly/2GrBPqr Sold out on Nike US 
78,Check out what I just added to my closet on Poshmark: Nike Air Jordan 1 Mid Custom Obsidian Blue Red. https://poshmark.com/listing/5d37c06179df27c3eb89bedd?utm_campaign=referral_code%3DSBORDELON78&amp;utm_source=tw_sh&amp;utm_content=feature%3Dsh_li_el_ios%26rfuid%3D5cbcba2d7bc3604595b9b548%26ext_trk%3Dbranch via @poshmarkapp #shopmycloset
79,All sizes available again via Offspring: Nike Air Jordan 1 Mid Wmns Iridescent http://bit.ly/2M65GIB
80,Live via Afew: Nike Air Jordan 1 Mid Top 3 Lakers http://bit.ly/2M9s4Rl @snkr_twitr @SOLELINKS
81,Live via Offspring: Nike Air Jordan 1 Mid Iridescent Sold out everywhere else http://bit.ly/2M65GIB
82,【NEW ARRIVAL】 NIKE AIR JORDAN 1 MID SE 1991 NBA FINALS black/field purple-white 852542-005 https://item.rakuten.co.jp/ltd-online/852542-005/ #ナイキ #エアジョーダン1 #スニーカー #足元くら部 #スニーカーコーデ #ジョーダン #足元倶楽部 #ltd_online… https://www.instagram.com/p/B0TG_lzhlMz/?igshid=1s8yzp3cm6g5l
83,"Live via BSTN Nike Air Jordan 1 Mid ""Top 3 Lakers"" http://bit.ly/2MeYfyV"
84,Essentials of the day: CARHARTT jeans + OCTOPUS tee + NIKE shoe AIR JORDAN 1 MID... 😎⁠ http://www.kosmosstore.com
85,"Air Jordan 1 Mid ""Triple Black"" dispo sur Nike http://bit.ly/2GpHehG"
86,"👌👌👌👌 Nike Air Jordan 1 Mid AJ1 Black Yellow Joe Men's Basketball Shoes Sneakers, Original Outdoor Non-slip Shoes 554724 035 https://buyandfast.com/nike-air-jordan-1-mid-aj1-black-yellow-joe-mens-basketball-shoes-sneakers-original-outdoor-non-slip-shoes-554724-035-2/ https://buyandfast.com/ Free Shipping"
87,The Nike Air Jordan 1 Mid Coral online now ! http://tidd.ly/942ff14c
88,(eBay Sponsored) Nike Air Jordan 1 Mid Boys 4Y Retro Basketball Sneakers Shoes Youth 554725-011 http://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&amp;toolid=10039&amp;campid=5338544985&amp;item=133122170379&amp;vectorid=229466&amp;lgeo=1&amp;utm_source=dlvr.it&amp;utm_medium=twitter
89,Sizes 9.5-18 on #Nike US. Air Jordan 1 Mid SE. —&gt; http://bit.ly/2JWMiLo #ad
90,Air Jordan 1 Mid “Yellow Toe” Shoe tags #jordans #jordan #airjordan #jordanretro #nike #jumpman #retrojordans #toonskiccs #tkiccs #footlocker #Kotd #igsneakers #shoeporn #soleonfire #sneakerfiles #kicksonfire… https://www.instagram.com/p/B0RoZzFnviy/?igshid=si8hg5rc8174
91,Check out Nike Air Jordan Retro I 1 MID Top 3 Blue Red Bred Royal DS guaranteed authentic https://www.ebay.com/ulk/itm/173969315612 ⁦@SneakerEbay⁩ ⁦
92,Nike Air Jordan 1 Mid GS White Topaz Mist Retro Shoes 555112-104 Size 5.5Y http://dlvr.it/R8yM2g
93,Nike Air Jordan 1 Mid GS White Topaz Mist Retro Shoes 555112-104 Size 5.5Y http://dlvr.it/R8yJDQ
94,Nike Air Jordan 1 Mid ‘Yellow Toe’ 💛 Contact our team to order 👇 ___________________________________________ WhatsApp +44 7790 646 512 📧 info@CrepLDN.com 📱Direct… https://www.instagram.com/p/B0RZdgCH4i1/?igshid=1qlbw5cesb9fy
95,"#AD AIR JORDAN 1 MID "" TOP 3 / LAKERS "" AVAILABLE NOW VIA NIKE https://fave.co/30SMwtS"
96,"Air Jordan 1 Mid ""Coral Dust"" dispo sur Nike ! http://bit.ly/2M6qsHR"
97,Check out Nike Air Jordan Retro I 1 MID Top 3 Blue Red Bred Royal DS guaranteed authentic https://www.ebay.com/ulk/itm/173969315612 ⁦@SneakerEbay⁩ ⁦@eBay⁩
98,EU ONLY: Live via Nike EUROPE Air Jordan 1 Mid SE 'Coral Stardust' FR:http://bit.ly/32O7ImD UK:http://bit.ly/2YmzW8z DE:http://bit.ly/2LzEWRn NL:http://bit.ly/2M8LsOi ES:http://bit.ly/2Za0GpQ IT:http://bit.ly/2JKk1Zo
99,"Air Jordan 1 Mid “New Love” 2017 Size: 11 Price: $200 Condition: Excellent 9/10 Available In Store #SaintsKicks 650 Port Chicago Hwy Bay Point, CA 94565 (925)250-8413 #SaintsKicks #jordan #nike #supreme #adidas… https://www.instagram.com/p/B0RGUmfpWxQ/?igshid=enoks2eupitj"
100,"Perfect example of how our eyes don't see the same...this one ugly sumbish of a shoe here lol RT @sneakersteal: Air Jordan 1 Mid ""Rivals"" via NIKE https://bit.ly/2JLBkcI"
101,Sizes US8+ of the Nike Air Jordan 1 Mid Obsidian restocked via JD Sports EU: DE: http://bit.ly/2LZIpIf IT: http://bit.ly/2GrihCi ES: http://bit.ly/2GriGEO NL: http://bit.ly/2GriiGm SE: http://bit.ly/2GqAGiR DK: http://bit.ly/2GrvPxL
102,NIKE AIR JORDAN 1 MID SE HYPER PINK SIZE ( US ) : 8 - 12 US PRICE : 8900 - 13900 thb สั่งซื้อ 📱Line : @xcm0119r (มี @ด้วยนะ) #thitapashop #jordanthailand #jordanhyperpink #jordan1hyperpink #nikeairjordan1pink #nikeairjordan1thailand #nikejordan1 #nikeairjordan1hyperpink
103,First look at the Air Jordan 1 Mid “Fearless” slated for Holiday 2019. 
104,"Nike Air Jordan 1 Mid Obsidian Brand New In Box IDR 2.499.999 sz 7 8 8,5 9 9,5 10 11 12 (other sz request) For order LINE@: @allpremstore (pake@) WA : 089666999559 Transaksi hanya lewat rekening BCA atas nama… https://www.instagram.com/p/B0PfaEmHAoM/?igshid=4fkvqgh3sy13"
105,Air Jordan 1 Mid 'Lakers Top 3' via Nike US BUY HERE: http://bit.ly/2XZsJvK
106,Size US8 & 8.5 restocked via BSTN Nike Air Jordan 1 Mid Wmns Iridescent http://bit.ly/2M7KZfo
107,Now available on #Nike US. Air Jordan 1 Mid SE. —&gt; http://bit.ly/2JKxhxu #ad
108,LIVE via Nike US Air Jordan 1 Mid SE 'Rivals' =&gt; http://bit.ly/2Y46qFr
109,AD: US RELEASE Air Jordan 1 Mid SE 'Rivals' now on Nike US =&gt; http://bit.ly/2SwCf3i
110,LIVE via Nike US Air Jordan 1 Mid SE 'Rivals' =&gt; http://bit.ly/2Y46qFr
111,"LIVE via Nike US Air Jordan 1 Mid ""Rivals"" http://bit.ly/2Y5kDwJ"
112,Ad: LIVE via Nike US Air Jordan 1 Mid 'Top 3' =&gt; http://bit.ly/2M4PWFx =&gt; http://bit.ly/2M4PWFx =&gt; http://bit.ly/2M4PWFx
113,Nike Air Jordan 1 Mid Black Tour Yellow White Size: US 10 US 10½ ETA: 5 Days Full Payment 3.450 (exclude shipping) https://www.instagram.com/p/B0NznzNgxKp4vvepnFk55_qvRr2pF9ckMJhzhk0/?igshid=1m2ux8o75m752
114,Live via Onygo (DE only) - Nike Air Jordan 1 Mid Pale Ivory/Iridescent http://tinyurl.com/y6bo393y
115,(eBay Advertisement) Nike Air Jordan 1 Mid SE GS Coral Gold Stardust Pink Kids AJ1 Shoes BQ6931-600 http://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&amp;toolid=10039&amp;campid=5338544985&amp;item=143333644337&amp;vectorid=229466&amp;lgeo=1&amp;utm_source=dlvr.it&amp;utm_medium=twitter
116,(eBay Advertisement) Nike Wmns Air Jordan 1 Mid Iridescent Black Pale Ivory AJ1 BQ6472-009 SZ US6-12 http://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&amp;toolid=10039&amp;campid=5338544985&amp;item=143333634454&amp;vectorid=229466&amp;lgeo=1&amp;utm_source=dlvr.it&amp;utm_medium=twitter
117,Blog Up ▷▷ 「NIKE / Air Jordan 1 Mid “SUPERSONICS”」 http://www.blog.nicedesclothing.com/nike-air-jordan-1-mid-supersonics/
118,Check out what I just added to my closet on Poshmark: 2013 Nike Air Jordan 1 Mid True Blue Cement Grey. https://poshmark.com/listing/5d16887dafade89aecad7588?utm_campaign=referral_code%3DSBORDELON78&amp;utm_source=tw_sh&amp;utm_content=feature%3Dsh_li_el_ios%26rfuid%3D5cbcba2d7bc3604595b9b548%26ext_trk%3Dbranch via @poshmarkapp #shopmycloset
119,US7 and US11 Nike Air Jordan 1 Mid Ice Blue from 2017 restocked via SizeOfficial: DE: http://bit.ly/2M0MhbZ IT: http://bit.ly/2M3uq3V ES: http://bit.ly/2M80YtA NL: http://bit.ly/2M1XXeE FR: http://bit.ly/2M1XXeE
120,Nike Air Jordan 1 Mid 'Banned' 554724-610 Gym Red Black Mens Size 10 $65 Available in store or online at http://vitalvintagegoods.com
121,(eBay Sponsored) Nike Air Jordan 1 Mid Chicago Remix White Black Red AJ1 Shoe Sneakers 554724-116 http://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&amp;toolid=10039&amp;campid=5338544985&amp;item=293157775309&amp;vectorid=229466&amp;lgeo=1&amp;utm_source=dlvr.it&amp;utm_medium=twitter
122,"Live via Footpatrol: Nike Air Jordan 1 Mid Wmns ""Reverse Black Toe"" http://bit.ly/2LYW8yU"
123,Live via JDSports EU - FSR available Nike Air Jordan 1 Mid Obsidian DE: http://bit.ly/2LZIpIf IT: http://bit.ly/2LZAEC8 ES: http://bit.ly/2LZAFWI NL: http://bit.ly/2M0NnVe
